Title,Authors,URL,Models,accuracy,precision,recall,f1,rmse,mse,bleu,auc,rouge
{E}i{TAKA} at {S}em{E}val-2018 Task 1: An Ensemble of N-Channels {C}onv{N}et and {XG}boost Regressors for Emotion Analysis of Tweets,"Jabreel, Mohammed  and
Moreno, Antonio",https://aclanthology.org/S18-1029,"Ensemble, SVM, XGboost, CNN, lstm",,,,,,,,,
Yuan at {S}em{E}val-2018 Task 1: Tweets Emotion Intensity Prediction using Ensemble Recurrent Neural Network,"Wang, Min  and
Zhou, Xiaobing",https://aclanthology.org/S18-1031,"Ensemble, LSTM, ensembles",,,,,,0.806,,,
{ECNU} at {S}em{E}val-2018 Task 1: Emotion Intensity Prediction Using Effective Features and Machine Learning Models,"Xu, Huimin  and
Lan, Man  and
Wu, Yuanbin",https://aclanthology.org/S18-1035,"XGBOOST+ABR+SVR+GBR, XGBoost, ensemble, SVM",1.0,,,,,,,,
{EMA} at {S}em{E}val-2018 Task 1: Emotion Mining for {A}rabic,"Badaro, Gilbert  and
El Jundi, Obeida  and
Khaddaj, Alaa  and
Maarouf, Alaa  and
Kain, Raslan  and
Hajj, Hazem  and
El-Hajj, Wassim",https://aclanthology.org/S18-1036,"SVM, ensemble",,,,,,,,,
{C}rystal{F}eel at {S}em{E}val-2018 Task 1: Understanding and Detecting Emotion Intensity using Affective Lexicons,"Gupta, Raj Kumar  and
Yang, Yinping",https://aclanthology.org/S18-1038,SVM,,,,0.185,,,,,
{P}lus{E}mo2{V}ec at {S}em{E}val-2018 Task 1: Exploiting emotion knowledge from emoji and {\#}hashtags,"Park, Ji Ho  and
Xu, Peng  and
Fung, Pascale",https://aclanthology.org/S18-1039,"ensemble, LSTM, ensembles, CNN, RNN",,,,,,,,,
{UG}18 at {S}em{E}val-2018 Task 1: Generating Additional Training Data for Predicting Emotion Intensity in {S}panish,"Kuijper, Marloes  and
van Lenthe, Mike  and
van Noord, Rik",https://aclanthology.org/S18-1041,"SVM, ensemble, LSTM, ensembles, XGBoost, LSTMs",,,,,,,,,
{DMCB} at {S}em{E}val-2018 Task 1: Transfer Learning of Sentiment Classification Using Group {LSTM} for Emotion Intensity prediction,"Kim, Youngmin  and
Lee, Hyunju",https://aclanthology.org/S18-1044,"ensemble, LSTM, RNN, LSTMs, lstm-, cnn",,,,,,,,,
{D}eep{M}iner at {S}em{E}val-2018 Task 1: Emotion Intensity Recognition Using Deep Representation Learning,"Naderi, Habibeh  and
Haji Soleimani, Behrouz  and
Mohammad, Saif  and
Kiritchenko, Svetlana  and
Matwin, Stan",https://aclanthology.org/S18-1045,"SVM, ensemble, LSTM, LSTMintensity, LSTMrepresentation, LSTMtrained",,,,,,,,,
{SSN} {MLRG}1 at {S}em{E}val-2018 Task 1: Emotion and Sentiment Intensity Detection Using Rule Based Feature Selection,"S, Angel Deborah  and
S, Rajalakshmi  and
Rajendram, S Milton  and
T T, Mirnalinee",https://aclanthology.org/S18-1048,"SVM, ensemble",1.0,,,0.468,,,,,
{T}eam{CEN} at {S}em{E}val-2018 Task 1: Global Vectors Representation in Emotion Detection,"George, Anon  and
Ganesh H. B., Barathi  and
Kumar M, Anand  and
K P, Soman",https://aclanthology.org/S18-1050,"SVM, ensemble, SVMs",,,,,,4.0,,,
{IIT} {D}elhi at {S}em{E}val-2018 Task 1 : Emotion Intensity Prediction,"Kotakonda, Bhaskar  and
Gowda, Prashanth  and
Lall, Brejesh",https://aclanthology.org/S18-1051,"ensemble, LSTM, LSTMs, CNNs, XGBOOST",,,,,,,,,
Mutux at {S}em{E}val-2018 Task 1: Exploring Impacts of Context Information On Emotion Detection,"Du, Pan  and
Nie, Jian-Yun",https://aclanthology.org/S18-1052,"KNN, SVM, GRU, RNN",,,,1.0,,,,,
{T}eam{UNCC} at {S}em{E}val-2018 Task 1: Emotion Detection in {E}nglish and {A}rabic Tweets using Deep Learning,"Abdullah, Malak  and
Shaikh, Samira",https://aclanthology.org/S18-1053,"LSTM-­‐Network, SVM, ensemble, LSTM",0.748,,,,,,,,
psy{ML} at {S}em{E}val-2018 Task 1: Transfer Learning for Sentiment and Emotion Analysis,"Gee, Grace  and
Wang, Eugene",https://aclanthology.org/S18-1056,"ensemble, LSTM, cnns, LSTMs/, CNN, LSTMs, RNN, RNNs",,,,,,,,,
{M}oji{T}alk: Generating Emotional Responses at Scale,"Zhou, Xianda  and
Wang, William Yang",https://aclanthology.org/P18-1104,"GRU, RNN",,,,,,,,,
Corpus Creation and Emotion Prediction for {H}indi-{E}nglish Code-Mixed Social Media Text,"Vijay, Deepanshu  and
Bohra, Aditya  and
Singh, Vinay  and
Akhtar, Syed Sarfaraz  and
Shrivastava, Manish",https://aclanthology.org/N18-4018,SVM,,,,,,,,,
Automatic Dialogue Generation with Expressed Emotions,"Huang, Chenyang  and
Za{\""\i}ane, Osmar  and
Trabelsi, Amine  and
Dziri, Nouha",https://aclanthology.org/N18-2008,"LSTM, LSTMs",,,,,,,,,
Letting Emotions Flow: Success Prediction by Modeling the Flow of Emotions in Books,"Maharjan, Suraj  and
Kar, Sudipta  and
Montes, Manuel  and
Gonz{\'a}lez, Fabio A.  and
Solorio, Thamar",https://aclanthology.org/N18-2042,"SVM, GRU(ST, RNNs, GRU+Att(ST, lstm, RNN, GRU(MT, GRUs, GRU+Att(MT, cnn",,,,,,,,,
Relevant Emotion Ranking from Text Constrained with Emotion Relationships,"Zhou, Deyu  and
Yang, Yang  and
He, Yulan",https://aclanthology.org/N18-1052,"KNN, SVM, ensemble, LSTM",0.1663,0.6635,,0.5003,,,,,
Word Emotion Induction for Multiple Languages as a Deep Multi-Task Learning Problem,"Buechel, Sven  and
Hahn, Udo",https://aclanthology.org/N18-1173,"ensemble, CNN, LSTM, RNN",,,,,,,,,
Conversational Memory Network for Emotion Recognition in Dyadic Dialogue Videos,"Hazarika, Devamanyu  and
Poria, Soujanya  and
Zadeh, Amir  and
Cambria, Erik  and
Morency, Louis-Philippe  and
Zimmermann, Roger",https://aclanthology.org/N18-1193,"SVM, ensemble, LSTM, CNN, LSTMs, CNNs, GRU(r, GRUs, rnn, GRU",,,,,,,,,
Multi-Modal Sequence Fusion via Recursive Attention for Emotion Recognition,"Beard, Rory  and
Das, Ritwik  and
Ng, Raymond W. M.  and
Gopalakrishnan, P. G. Keerthana  and
Eerens, Luka  and
Swietojanski, Pawel  and
Miksik, Ondrej",https://aclanthology.org/K18-1025,"SVM, LSTM, LSTMs, RNN, CNNs, GRUs, LSTM(xn, GRU",,,,,,0.4691,,,
Joint Learning for Emotion Classification and Emotion Cause Detection,"Chen, Ying  and
Hou, Wenjun  and
Cheng, Xiyao  and
Li, Shoushan",https://aclanthology.org/D18-1066,"Ensemble, LSTM, SVMs",,,,,,,,,
A Syntactically Constrained Bidirectional-Asynchronous Approach for Emotional Conversation Generation,"Li, Jingyuan  and
Sun, Xiao",https://aclanthology.org/D18-1071,"GRU, GRU(y∗, RNN",,,,,,,,,
Improving Multi-label Emotion Classification via Sentiment Classification with Dual Attention Transfer Network,"Yu, Jianfei  and
Marujo, Lu{\'\i}s  and
Jiang, Jing  and
Karuturi, Pradeep  and
Brendel, William",https://aclanthology.org/D18-1137,"ensemble, LSTM, LSTM(←−−, rnns, LSTM(−−→",,,,,,,,,
Fine-Grained Emotion Detection in Health-Related Online Posts,"Khanpour, Hamed  and
Caragea, Cornelia",https://aclanthology.org/D18-1147,"SVM, LSTM, CNN, LSTMs, CNNs",,,,,,,,,
{ICON}: Interactive Conversational Memory Network for Multimodal Emotion Detection,"Hazarika, Devamanyu  and
Poria, Soujanya  and
Mihalcea, Rada  and
Cambria, Erik  and
Zimmermann, Roger",https://aclanthology.org/D18-1280,"LSTM, RNN-, CNN, RNN, CNNs, GRUs, GRU",1.0,,,,,,,,
An Interpretable Neural Network with Topical Information for Relevant Emotion Ranking,"Yang, Yang  and
Zhou, Deyu  and
He, Yulan",https://aclanthology.org/D18-1379,"SVM, ensemble, CNN",,1.0,,,,,,,
{CARER}: Contextualized Affect Representations for Emotion Recognition,"Saravia, Elvis  and
Liu, Hsien-Chi Toby  and
Huang, Yen-Hao  and
Wu, Junlin  and
Chen, Yi-Shin",https://aclanthology.org/D18-1404,"CNNs, CNN, LSTM, RNNs",,,,,,,,,
A Co-Attention Neural Network Model for Emotion Cause Analysis with Emotional Context Awareness,"Li, Xiangju  and
Song, Kaisong  and
Feng, Shi  and
Wang, Daling  and
Zhang, Yifei",https://aclanthology.org/D18-1506,,,,,,,,,,
Modeling Empathy and Distress in Reaction to News Stories,"Buechel, Sven  and
Buffone, Anneke  and
Slaff, Barry  and
Ungar, Lyle  and
Sedoc, Jo{\~a}o",https://aclanthology.org/D18-1507,"CNN, LSTM",,,,,,,,,
{J}e{S}em{E}: Interleaving Semantics and Emotions in a Web Service for the Exploration of Language Change Phenomena,"Hellrich, Johannes  and
Buechel, Sven  and
Hahn, Udo",https://aclanthology.org/C18-2003,,,,,,,,,,
Learning Emotion-enriched Word Representations,"Agrawal, Ameeta  and
An, Aijun  and
Papagelis, Manos",https://aclanthology.org/C18-1081,"SVM, LSTM",,,,,,,,,
Who Feels What and Why? Annotation of a Literature Corpus with Semantic Roles of Emotions,"Kim, Evgeny  and
Klinger, Roman",https://aclanthology.org/C18-1114,LSTM,,,,,,,,,
An Analysis of Annotated Corpora for Emotion Classification in Text,"Bostan, Laura-Ana-Maria  and
Klinger, Roman",https://aclanthology.org/C18-1179,"SVM, CNN, LSTM",,,,,,,,,
{F}olksonomication: Predicting Tags for Movies from Plot Synopses using Emotion Flow Encoded Neural Network,"Kar, Sudipta  and
Maharjan, Suraj  and
Solorio, Thamar",https://aclanthology.org/C18-1244,"CNNs, CNN, LSTM, LSTMs",,,,,,12.7,,,
Emotion Representation Mapping for Automatic Lexicon Construction (Mostly) Performs on Human Level,"Buechel, Sven  and
Hahn, Udo",https://aclanthology.org/C18-1245,"KNN, ensemble, RNN, CNNs, KNN(wi",,,,,,,,,
Emotion Detection and Classification in a Multigenre Corpus with Joint Multi-Task Deep Learning,"Tafreshi, Shabnam  and
Diab, Mona",https://aclanthology.org/C18-1246,"lstms, SVM, LSTM, RNN)-, RNN, RNNs, GRU",,,,,,,,,
How emotional are you? Neural Architectures for Emotion Intensity Prediction in Microblogs,"Kulshreshtha, Devang  and
Goel, Pranav  and
Kumar Singh, Anil",https://aclanthology.org/C18-1247,"SVM, ensemble, LSTM, CNN, LSTMs, LSTM+max, CNNs",,,,,,,,,
"Public Apologies in {I}ndia - Semantics, Sentiment and Emotion","Shukla, Sangeeta  and
Shukla, Rajita",https://aclanthology.org/2018.gwc-1.15,,,,,,,,,,
"Annotation, Modelling and Analysis of Fine-Grained Emotions on a Stance and Sentiment Detection Corpus","Schuff, Hendrik  and
Barnes, Jeremy  and
Mohme, Julian  and
Pad{\'o}, Sebastian  and
Klinger, Roman",https://aclanthology.org/W17-5203,"SVM, CNN, LSTM, LSTMs",,,,,,,,,
{WASSA}-2017 Shared Task on Emotion Intensity,"Mohammad, Saif  and
Bravo-Marquez, Felipe",https://aclanthology.org/W17-5205,"Ensemble, SVM, LSTM, SVMs, ensembles, XGBoost, CNN, LSTMs, CNNs",,,,,,,,,
"{IMS} at {E}mo{I}nt-2017: Emotion Intensity Prediction with Affective Norms, Automatically Extended Resources and Deep Learning","K{\""o}per, Maximilian  and
Kim, Evgeny  and
Klinger, Roman",https://aclanthology.org/W17-5206,"SVM, LSTM+BL, LSTM, CNN, LSTMs, CNNs",,,,,,,,,
Prayas at {E}mo{I}nt 2017: An Ensemble of Deep Neural Architectures for Emotion Intensity Prediction in Tweets,"Goel, Pranav  and
Kulshreshtha, Devang  and
Jain, Prayas  and
Shukla, Kaushal Kumar",https://aclanthology.org/W17-5207,"Ensemble, LSTM, CNN, RNN, LSTMs, CNNs, CNN+LSTM, RNNs, GRU",,,,,,,,,
Understanding human values and their emotional effect,"Balahur, Alexandra",https://aclanthology.org/W17-5214,,,,,,,,,,
Modeling Temporal Progression of Emotional Status in Mental Health Forum: A Recurrent Neural Net Approach,"Halder, Kishaloy  and
Poddar, Lahari  and
Kan, Min-Yen",https://aclanthology.org/W17-5217,"SVM, ensemble, LSTM, RNN, RNNs, GRU",,,,,,,,,
{G}rad{A}scent at {E}mo{I}nt-2017: Character and Word Level Recurrent Neural Network Models for Tweet Emotion Intensity Detection,"Lakomkin, Egor  and
Bothe, Chandrakant  and
Wermter, Stefan",https://aclanthology.org/W17-5222,"ensemble, LSTM, RNNs, RNN, GRUs, GRU",,,,,,,,,
{NUIG} at {E}mo{I}nt-2017: {B}i{LSTM} and {SVR} Ensemble to Detect Emotion Intensity,"Andryushechkin, Vladimir  and
Wood, Ian  and
O{'} Neill, James",https://aclanthology.org/W17-5223,"Ensemble, SVM, LSTM, LSTMs",,,,,,,,,
{PLN}-{PUCRS} at {E}mo{I}nt-2017: Psycholinguistic features for emotion intensity prediction in tweets,"Santos, Henrique  and
Vieira, Renata",https://aclanthology.org/W17-5225,SVM,,,,,,,,,
Seernet at {E}mo{I}nt-2017: Tweet Emotion Intensity Estimator,"Duppada, Venkatesh  and
Hiray, Sushant",https://aclanthology.org/W17-5228,"Xgboost, ensemble, ensembles",,,,,,,,,
{IITP} at {E}mo{I}nt-2017: Measuring Intensity of Emotions using Sentence Embeddings and Optimized Features,"Akhtar, Md Shad  and
Sawant, Palaash  and
Ekbal, Asif  and
Pawar, Jyoti  and
Bhattacharyya, Pushpak",https://aclanthology.org/W17-5229,"LSTM, LSTM+SVR+Feat, LSTM-, LSTM+SVR+PSO, LSTMs, LSTM+SVR",,,,,,,,,
{NSE}mo at {E}mo{I}nt-2017: An Ensemble to Predict Emotion Intensity in Tweets,"Madisetty, Sreekanth  and
Desarkar, Maunendra Sankar",https://aclanthology.org/W17-5230,Ensemble,,,,,,,,,
{E}mo{A}tt at {E}mo{I}nt-2017: Inner attention sentence embedding for Emotion Intensity,"Marrese-Taylor, Edison  and
Matsuo, Yutaka",https://aclanthology.org/W17-5232,"LSTM, RNNs, LSTMs, RNN, GRUs",,,,,,,,,
{YZU}-{NLP} at {E}mo{I}nt-2017: Determining Emotion Intensity Using a Bi-directional {LSTM}-{CNN} Model,"He, Yuanye  and
Yu, Liang-Chih  and
Lai, K. Robert  and
Liu, Weiyi",https://aclanthology.org/W17-5233,"CNN, LSTM, LSTM-, LSTMs",,,,,,,,,
{DMG}roup at {E}mo{I}nt-2017: Emotion Intensity Using Ensemble Method,"Jiang, Song  and
Han, Xiaotian",https://aclanthology.org/W17-5234,"Ensemble, XGBoost, SVM",,,,,,,,,
"{UW}at-Emote at {E}mo{I}nt-2017: Emotion Intensity Detection using Affect Clues, Sentiment Polarity and Word Embeddings","John, Vineet  and
Vechtomova, Olga",https://aclanthology.org/W17-5235,"Xgboost, ensemble, xgboost.html",,,,,,,,,
{LIPN}-{UAM} at {E}mo{I}nt-2017:Combination of Lexicon-based features and Sentence-level Vector Representations for Emotion Intensity Determination,"Buscaldi, Davide  and
Priego, Belem",https://aclanthology.org/W17-5236,,,,,,,,,,
deep{C}yb{E}r{N}et at {E}mo{I}nt-2017: Deep Emotion Intensities in Tweets,"R, Vinayakumar  and
B, Premjith  and
S, Sachin Kumar  and
KP, Soman  and
Poornachandran, Prabaharan",https://aclanthology.org/W17-5237,"LSTM, RNN",,,,,,,,,
Video Highlights Detection and Summarization with Lag-Calibration based on Concept-Emotion Mapping of Crowdsourced Time-Sync Comments,"Ping, Qing  and
Chen, Chaomei",https://aclanthology.org/W17-4501,,,,,,,,,,
Predicting News Values from Headline Text and Emotions,"di Buono, Maria Pia  and
{\v{S}}najder, Jan  and
Dalbelo Ba{\v{s}}i{\'c}, Bojana  and
Glava{\v{s}}, Goran  and
Tutek, Martin  and
Milic-Frayling, Natasa",https://aclanthology.org/W17-4201,"CNNs, SVM, CNN",,,,,,,,,
Investigating the Relationship between Literary Genres and Emotional Plot Development,"Kim, Evgeny  and
Pad{\'o}, Sebastian  and
Klinger, Roman",https://aclanthology.org/W17-2203,"Ensemble, SVM, SVMs, CNN, Bert",,,,,,,,,
Readers vs. Writers vs. Texts: Coping with Different Perspectives of Text Understanding in Emotion Annotation,"Buechel, Sven  and
Hahn, Udo",https://aclanthology.org/W17-0801,"CNN, LSTM",,,,,,,,,
Emotion Intensities in Tweets,"Mohammad, Saif  and
Bravo-Marquez, Felipe",https://aclanthology.org/S17-1007,SVM,,,,,,,,,
{E}mo{N}et: Fine-Grained Emotion Detection with Gated Recurrent Neural Networks,"Abdul-Mageed, Muhammad  and
Ungar, Lyle",https://aclanthology.org/P17-1067,"RNN, CNNs, LSTM, RNNs",,,,,,,,,
Understanding and Predicting Empathic Behavior in Counseling Therapy,"P{\'e}rez-Rosas, Ver{\'o}nica  and
Mihalcea, Rada  and
Resnicow, Kenneth  and
Singh, Satinder  and
An, Lawrence",https://aclanthology.org/P17-1131,,,,,,,,,,
Modelling Representation Noise in Emotion Analysis using {G}aussian Processes,"Beck, Daniel",https://aclanthology.org/I17-2024,SVMs,,,,,,,,,
Reusing Neural Speech Representations for Auditory Emotion Recognition,"Lakomkin, Egor  and
Weber, Cornelius  and
Magg, Sven  and
Wermter, Stefan",https://aclanthology.org/I17-1043,"SVM, RNN, RNN-1, RNN-3, RNN-2, GRU",,,,,,,,,
Automatically augmenting an emotion dataset improves classification using audio,"Lakomkin, Egor  and
Weber, Cornelius  and
Wermter, Stefan",https://aclanthology.org/E17-2031,GRU,,,,,,,,,
Predicting Emotional Word Ratings using Distributional Representations and Signed Clustering,"Sedoc, Jo{\~a}o  and
Preo{\c{t}}iuc-Pietro, Daniel  and
Ungar, Lyle",https://aclanthology.org/E17-2090,,0.706,,,,2.0,,,,
{E}mo{B}ank: Studying the Impact of Annotation Perspective and Representation Format on Dimensional Emotion Analysis,"Buechel, Sven  and
Hahn, Udo",https://aclanthology.org/E17-2092,"KNN, CNN, LSTM",,,,,,,,,
{M}ood{S}wipe: A Soft Keyboard that Suggests {M}essage{B}ased on User-Specified Emotions,"Huang, Chieh-Yang  and
Labetoulle, Tristan  and
Huang, Ting-Hao  and
Chen, Yi-Pei  and
Chen, Hung-Chen  and
Srivastava, Vallari  and
Ku, Lun-Wei",https://aclanthology.org/D17-2013,"CNN, LSTM",0.816,,,,,,,,
A Question Answering Approach for Emotion Cause Extraction,"Gui, Lin  and
Hu, Jiannan  and
He, Yulan  and
Xu, Ruifeng  and
Lu, Qin  and
Du, Jiachen",https://aclanthology.org/D17-1167,"SVM, CNN",,,,,,,,,
"Using millions of emoji occurrences to learn any-domain representations for detecting sentiment, emotion and sarcasm","Felbo, Bjarke  and
Mislove, Alan  and
S{\o}gaard, Anders  and
Rahwan, Iyad  and
Lehmann, Sune",https://aclanthology.org/D17-1169,"SVM, ensemble, LSTM",,,,0.72,,,,,
The Effect of Gender and Age Differences on the Recognition of Emotions from Facial Expressions,"Schneevogt, Daniela  and
Paggio, Patrizia",https://aclanthology.org/W16-4302,,,,,,,,,,
Distant supervision for emotion detection using {F}acebook reactions,"Pool, Chris  and
Nissim, Malvina",https://aclanthology.org/W16-4304,"SVM, CNN",,,,,,,,,
Innovative Semi-Automatic Methodology to Annotate Emotional Corpora,"Canales, Lea  and
Strapparava, Carlo  and
Boldrini, Ester  and
Mart{\'\i}nez-Barco, Patricio",https://aclanthology.org/W16-4310,,,,,,,,,,
Social and linguistic behavior and its correlation to trait empathy,"Litvak, Marina  and
Otterbacher, Jahna  and
Ang, Chee Siang  and
Atkins, David",https://aclanthology.org/W16-4314,,,,,,,,,,
"Microblog Emotion Classification by Computing Similarity in Text, Time, and Space","Summa, Anja  and
Resch, Bernd  and
Strube, Michael",https://aclanthology.org/W16-4317,,,,,,,,,,
Feelings from the {P}ast{---}{A}dapting Affective Lexicons for Historical Emotion Analysis,"Buechel, Sven  and
Hellrich, Johannes  and
Hahn, Udo",https://aclanthology.org/W16-4008,"CNN, LSTM",,,,,,,,,
Crowdsourcing-based Annotation of Emotions in {F}ilipino and {E}nglish Tweets,"Lapitan, Fermin Roberto  and
Batista-Navarro, Riza Theresa  and
Albacea, Eliezer",https://aclanthology.org/W16-3708,,,,,,,,,,
"Could Speaker, Gender or Age Awareness be beneficial in Speech-based Emotion Recognition?","Sidorov, Maxim  and
Schmitt, Alexander  and
Semenkin, Eugene  and
Minker, Wolfgang",https://aclanthology.org/L16-1010,"KNN, SVM",,,,,,,,,
Mirroring Facial Expressions and Emotions in Dyadic Conversations,"Navarretta, Costanza",https://aclanthology.org/L16-1075,,,,,,,,,,
{E}mo{T}weet-28: A Fine-Grained Emotion Corpus for Sentiment Analysis,"Liew, Jasy Suet Yan  and
Turtle, Howard R.  and
Liddy, Elizabeth D.",https://aclanthology.org/L16-1183,SVM,,0.537,,,,,,,
Emotion Corpus Construction Based on Selection from Hashtags,"Li, Minglei  and
Long, Yunfei  and
Qin, Lu  and
Li, Wenjie",https://aclanthology.org/L16-1291,SVM,,,,,,,,,
Comparison of Emotional Understanding in Modality-Controlled Environments using Multimodal Online Emotional Communication Corpus,"Arimoto, Yoshiko  and
Okanoya, Kazuo",https://aclanthology.org/L16-1343,,,,,,,,,,
Construction of {J}apanese Audio-Visual Emotion Database and Its Application in Emotion Recognition,"Lubis, Nurul  and
Gomez, Randy  and
Sakti, Sakriani  and
Nakamura, Keisuke  and
Yoshino, Koichiro  and
Nakamura, Satoshi  and
Nakadai, Kazuhiro",https://aclanthology.org/L16-1346,SVM,,,,,,4.0,,,
Emotion Analysis on {T}witter: The Hidden Challenge,"Dini, Luca  and
Bittar, Andr{\'e}",https://aclanthology.org/L16-1624,,,,,,,,,,
Accuracy of Automatic Cross-Corpus Emotion Labeling for Conversational Speech Corpus Commonization,"Mori, Hiroki  and
Nagaoka, Atsushi  and
Arimoto, Yoshiko",https://aclanthology.org/L16-1634,,,,,,,,,,
{S}ensing Emotions in Text Messages: An Application and Deployment Study of {E}motion{P}ush,"Wang, Shih-Ming  and
Lee, Chun-Hui Scott  and
Lo, Yu-Chun  and
Huang, Ting-Hao  and
Ku, Lun-Wei",https://aclanthology.org/C16-2030,,,,,,,,,0.6788,
"{Z}ara: A Virtual Interactive Dialogue System Incorporating Emotion, Sentiment and Personality Recognition","Fung, Pascale  and
Dey, Anik  and
Siddique, Farhad Bin  and
Lin, Ruixi  and
Yang, Yang  and
Bertero, Dario  and
Wan, Yan  and
Chan, Ricky Ho Yin  and
Wu, Chien-Sheng",https://aclanthology.org/C16-2058,"CNNs, SVM, CNN",,,,,,,,,
How Interlocutors Coordinate with each other within Emotional Segments?,"Alam, Firoj  and
Chowdhury, Shammur Absar  and
Danieli, Morena  and
Riccardi, Giuseppe",https://aclanthology.org/C16-1070,,,,,,,,,,
Selective Co-occurrences for Word-Emotion Association,"Agrawal, Ameeta  and
An, Aijun",https://aclanthology.org/C16-1149,,,,,,,,,,
A Bilingual Attention Network for Code-switched Emotion Prediction,"Wang, Zhongqing  and
Zhang, Yue  and
Lee, Sophia  and
Li, Shoushan  and
Zhou, Guodong",https://aclanthology.org/C16-1153,"SVM, LSTM, LSTM-",,,,,,,,,
Two-View Label Propagation to Semi-supervised Reader Emotion Classification,"Li, Shoushan  and
Xu, Jian  and
Zhang, Dong  and
Zhou, Guodong",https://aclanthology.org/C16-1249,,,,,,,,,,
Corpus Fusion for Emotion Classification,"Zhu, Suyang  and
Li, Shoushan  and
Chen, Ying  and
Zhou, Guodong",https://aclanthology.org/C16-1310,SVM,,,,,,,,,
