Database,Category,Subcategory,Paper Title
anthology+abstracts,emotion,papers,{w}iki{a}rt emotions: an annotated dataset of emotions evoked by art
anthology+abstracts,emotion,papers,une proc{\'e}dure pour identifier les modifieurs de la valence affective d{'}un mot dans des textes (a procedure to identify modifiers of the word emotional valence in texts)
anthology+abstracts,emotion,papers,construction of a blog emotion corpus for {c}hinese emotional expression analysis
anthology+abstracts,emotion,papers,基于現代漢語語法信息詞典的詞語情感評價研究 (research on lexical emotional evaluation based on the grammatical knowledge-base of contemporary {c}hinese) [in {c}hinese]
anthology+abstracts,emotion,papers,{fuse} - {f}r{u}stration and surprise expressions: a subtle emotional multimodal language corpus
anthology+abstracts,emotion,papers,representation mapping: a novel approach to generate high-quality multi-lingual emotion lexicons
anthology+abstracts,emotion,papers,{hadreb}: human appraisals and ({e}nglish) descriptions of robot emotional behaviors
anthology+abstracts,emotion,papers,acquiring a dictionary of emotion-provoking events
anthology+abstracts,emotion,papers,a syntactically constrained bidirectional-asynchronous approach for emotional conversation generation
anthology+abstracts,emotion,papers,end-to-end emotion-cause pair extraction with graph convolutional network
anthology+abstracts,emotion,papers,do enterprises have emotions?
anthology+abstracts,emotion,papers,multi-stream information fusion framework for emotional support conversation
anthology+abstracts,emotion,papers,beyond emotion: a multi-modal dataset for human desire understanding
anthology+abstracts,emotion,papers,eliciting rich positive emotions in dialogue generation
anthology+abstracts,emotion,papers,"weighted {k}rippendorff{'}s alpha is a more reliable metrics for multi-coders ordinal annotations: experimental studies on emotion, opinion and coreference annotation"
anthology+abstracts,emotion,papers,on the role of the {nimitek} corpus in developing an emotion adaptive spoken dialogue system
anthology+abstracts,emotion,papers,a cognitive-based annotation system for emotion computing
anthology+abstracts,emotion,papers,a model of compliance and emotion for potentially adversarial dialogue agents
anthology+abstracts,emotion,papers,unsupervised counselor dialogue clustering for positive emotion elicitation in neural dialogue system
anthology+abstracts,emotion,papers,exploiting emotion-semantic correlations for empathetic response generation
anthology+abstracts,emotion,papers,multilingual language models are not multicultural: a case study in emotion
anthology+abstracts,emotion,papers,"are emoji, sentiment, and emotion {f}riends? a multi-task learning for emoji, sentiment, and emotion analysis"
anthology+abstracts,emotion,papers,{d}ialogue{trm}: exploring multi-modal emotional dynamics in a conversation
anthology+abstracts,emotion,papers,position bias mitigation: a knowledge-aware graph model for emotion cause extraction
anthology+abstracts,emotion,papers,plug-and-play controller for story completion: a pilot study toward emotion-aware story writing assistance
anthology+abstracts,emotion,papers,a topic model for building fine-grained domain-specific emotion lexicon
anthology+abstracts,emotion,papers,l{'}analyse de l{'}{\'e}motion dans les forums de sant{\'e} (analysis of emotion in health fora) [in {f}rench]
anthology+abstracts,emotion,papers,bidirectional hierarchical attention networks based on document-level context for emotion cause extraction
anthology+abstracts,emotion,papers,automatic emotional degree labeling for speakers{'} anger utterance during natural {j}apanese dialog
anthology+abstracts,emotion,papers,"proceedings of the third workshop on computational modeling of people's opinions, personality, and emotion's in social media"
anthology+abstracts,emotion,papers,face-sensitive image-to-emotional-text cross-modal translation for multimodal aspect-based sentiment analysis
anthology+abstracts,emotion,papers,{emtc}: multilabel corpus in movie domain for emotion analysis in conversational text
anthology+abstracts,emotion,papers,embarrassed or awkward? ranking emotion synonyms for {esl} learners{'} appropriate wording
anthology+abstracts,emotion,papers,naturalistic audio-visual emotion database
anthology+abstracts,emotion,papers,causing emotion in collocation:an exploratory data analysis
anthology+abstracts,emotion,papers,annotating expressions of opinion and emotion in the {i}talian content annotation bank
anthology+abstracts,emotion,papers,real life emotions in {f}rench and {e}nglish {tv} video clips: an integrated annotation protocol combining continuous and discrete approaches
anthology+abstracts,emotion,papers,emotional neural language generation grounded in situational contexts
anthology+abstracts,emotion,papers,a linked data model for multimodal sentiment and emotion analysis
anthology+abstracts,emotion,papers,{cdl}: curriculum dual learning for emotion-controllable response generation
anthology+abstracts,emotion,papers,extracting causes of emotions from text
anthology+abstracts,emotion,papers,modeling label semantics for predicting emotional reactions
anthology+abstracts,emotion,papers,{l}y{s} at {s}em{e}val-2024 task 3: an early prototype for end-to-end multimodal emotion linking as graph-based parsing
anthology+abstracts,emotion,papers,discriminating neutral and emotional speech using neural networks
anthology+abstracts,emotion,papers,the demo / kemo corpus: a principled approach to the study of cross-cultural differences in the vocal expression and perception of emotion
anthology+abstracts,emotion,papers,accuracy of automatic cross-corpus emotion labeling for conversational speech corpus commonization
anthology+abstracts,emotion,papers,utterance emotion dynamics in children{'}s poems: emotional changes across age
anthology+abstracts,emotion,papers,emotion distribution learning from texts
anthology+abstracts,emotion,papers,{e}mo{i}ntens tracker at {s}em{e}val-2018 task 1: emotional intensity levels in {\#}tweets
anthology+abstracts,emotion,papers,bootstrapping polar-opposite emotion dimensions from online reviews
anthology+abstracts,emotion,papers,impact du comportement social d{'}un robot sur les emotions de l{'}utilisateur : une exp{\'e}rience perceptive (impact of the social behaviour of a robot on the user{'}s emotions: a perceptive experiment) [in {f}rench]
anthology+abstracts,emotion,papers,"questions as a pre-event, pivot event and post-event of emotions"
anthology+abstracts,emotion,papers,are metal fans angrier than jazz fans? a genre-wise exploration of the emotional language of music listeners on {r}eddit
anthology+abstracts,emotion,papers,emotional perception of fairy tales: achieving agreement in emotion annotation of text
anthology+abstracts,emotion,papers,bilingual analysis of {love} and {hatred} emotional markers ({spss}-based approach)
anthology+abstracts,emotion,papers,{e}-{core}: emotion correlation enhanced empathetic dialogue generation
anthology+abstracts,emotion,papers,identifying emotion labels from psychiatric social texts using independent component analysis
anthology+abstracts,emotion,papers,emotion conditioned creative dialog generation
anthology+abstracts,emotion,papers,generating responses with a specific emotion in dialog
anthology+abstracts,emotion,papers,a time series analysis of emotional loading in central bank statements
anthology+abstracts,emotion,papers,{p}lus{e}mo2{v}ec at {s}em{e}val-2018 task 1: exploiting emotion knowledge from emoji and {\#}hashtags
